,artist,track,date_entered,wk,rank
23,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,1,39.0
340,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,2,25.0
657,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,3,24.0
974,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,4,15.0
1291,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,5,12.0
1608,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,6,12.0
1925,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,7,10.0
2242,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,8,9.0
2559,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,9,10.0
2876,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,10,12.0
3193,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,11,17.0
3510,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,12,19.0
3827,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,13,29.0
4144,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,14,26.0
4461,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,15,24.0
4778,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,16,31.0
5095,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,17,52.0
5412,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,18,63.0
5729,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,19,62.0
6046,"Backstreet Boys, The",Shape Of My Heart,2000-10-14,20,70.0
24,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,1,74.0
341,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,2,62.0
658,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,3,55.0
975,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,4,25.0
1292,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,5,16.0
1609,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,6,14.0
1926,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,7,12.0
2243,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,8,10.0
2560,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,9,12.0
2877,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,10,9.0
3194,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,11,7.0
3511,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,12,6.0
3828,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,13,6.0
4145,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,14,6.0
4462,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,15,8.0
4779,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,16,9.0
5096,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,17,13.0
5413,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,18,19.0
5730,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,19,23.0
6047,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,20,26.0
6364,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,21,32.0
6681,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,22,34.0
6998,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,23,45.0
7315,"Backstreet Boys, The",Show Me The Meaning ...,2000-01-01,24,47.0
25,"Backstreet Boys, The",The One,2000-05-27,1,58.0
342,"Backstreet Boys, The",The One,2000-05-27,2,50.0
659,"Backstreet Boys, The",The One,2000-05-27,3,43.0
976,"Backstreet Boys, The",The One,2000-05-27,4,37.0
1293,"Backstreet Boys, The",The One,2000-05-27,5,31.0
1610,"Backstreet Boys, The",The One,2000-05-27,6,30.0
1927,"Backstreet Boys, The",The One,2000-05-27,7,39.0
2244,"Backstreet Boys, The",The One,2000-05-27,8,47.0
2561,"Backstreet Boys, The",The One,2000-05-27,9,55.0
2878,"Backstreet Boys, The",The One,2000-05-27,10,61.0
3195,"Backstreet Boys, The",The One,2000-05-27,11,76.0
3512,"Backstreet Boys, The",The One,2000-05-27,12,90.0
3829,"Backstreet Boys, The",The One,2000-05-27,13,93.0
4146,"Backstreet Boys, The",The One,2000-05-27,14,93.0
4463,"Backstreet Boys, The",The One,2000-05-27,15,100.0
26,"Badu, Erkyah",Bag Lady,2000-08-19,1,67.0
343,"Badu, Erkyah",Bag Lady,2000-08-19,2,53.0
660,"Badu, Erkyah",Bag Lady,2000-08-19,3,42.0
977,"Badu, Erkyah",Bag Lady,2000-08-19,4,41.0
1294,"Badu, Erkyah",Bag Lady,2000-08-19,5,48.0
1611,"Badu, Erkyah",Bag Lady,2000-08-19,6,42.0
1928,"Badu, Erkyah",Bag Lady,2000-08-19,7,34.0
2245,"Badu, Erkyah",Bag Lady,2000-08-19,8,6.0
2562,"Badu, Erkyah",Bag Lady,2000-08-19,9,9.0
2879,"Badu, Erkyah",Bag Lady,2000-08-19,10,9.0
3196,"Badu, Erkyah",Bag Lady,2000-08-19,11,8.0
3513,"Badu, Erkyah",Bag Lady,2000-08-19,12,11.0
3830,"Badu, Erkyah",Bag Lady,2000-08-19,13,15.0
4147,"Badu, Erkyah",Bag Lady,2000-08-19,14,21.0
4464,"Badu, Erkyah",Bag Lady,2000-08-19,15,26.0
4781,"Badu, Erkyah",Bag Lady,2000-08-19,16,29.0
5098,"Badu, Erkyah",Bag Lady,2000-08-19,17,26.0
5415,"Badu, Erkyah",Bag Lady,2000-08-19,18,38.0
5732,"Badu, Erkyah",Bag Lady,2000-08-19,19,56.0
6049,"Badu, Erkyah",Bag Lady,2000-08-19,20,66.0
27,Baha Men,Who Let The Dogs Out,2000-07-22,1,99.0
344,Baha Men,Who Let The Dogs Out,2000-07-22,2,92.0
661,Baha Men,Who Let The Dogs Out,2000-07-22,3,85.0
978,Baha Men,Who Let The Dogs Out,2000-07-22,4,76.0
1295,Baha Men,Who Let The Dogs Out,2000-07-22,5,65.0
1612,Baha Men,Who Let The Dogs Out,2000-07-22,6,54.0
1929,Baha Men,Who Let The Dogs Out,2000-07-22,7,61.0
2246,Baha Men,Who Let The Dogs Out,2000-07-22,8,58.0
2563,Baha Men,Who Let The Dogs Out,2000-07-22,9,54.0
2880,Baha Men,Who Let The Dogs Out,2000-07-22,10,54.0
3197,Baha Men,Who Let The Dogs Out,2000-07-22,11,53.0
3514,Baha Men,Who Let The Dogs Out,2000-07-22,12,53.0
3831,Baha Men,Who Let The Dogs Out,2000-07-22,13,43.0
4148,Baha Men,Who Let The Dogs Out,2000-07-22,14,40.0
4465,Baha Men,Who Let The Dogs Out,2000-07-22,15,44.0
4782,Baha Men,Who Let The Dogs Out,2000-07-22,16,41.0
5099,Baha Men,Who Let The Dogs Out,2000-07-22,17,51.0
5416,Baha Men,Who Let The Dogs Out,2000-07-22,18,65.0
5733,Baha Men,Who Let The Dogs Out,2000-07-22,19,78.0
6050,Baha Men,Who Let The Dogs Out,2000-07-22,20,84.0
28,Barenaked Ladies,Pinch Me,2000-09-09,1,77.0
345,Barenaked Ladies,Pinch Me,2000-09-09,2,76.0
662,Barenaked Ladies,Pinch Me,2000-09-09,3,69.0
979,Barenaked Ladies,Pinch Me,2000-09-09,4,45.0
1296,Barenaked Ladies,Pinch Me,2000-09-09,5,51.0
1613,Barenaked Ladies,Pinch Me,2000-09-09,6,37.0
1930,Barenaked Ladies,Pinch Me,2000-09-09,7,33.0
2247,Barenaked Ladies,Pinch Me,2000-09-09,8,29.0
2564,Barenaked Ladies,Pinch Me,2000-09-09,9,26.0
2881,Barenaked Ladies,Pinch Me,2000-09-09,10,25.0
3198,Barenaked Ladies,Pinch Me,2000-09-09,11,16.0
3515,Barenaked Ladies,Pinch Me,2000-09-09,12,15.0
3832,Barenaked Ladies,Pinch Me,2000-09-09,13,15.0
4149,Barenaked Ladies,Pinch Me,2000-09-09,14,19.0
4466,Barenaked Ladies,Pinch Me,2000-09-09,15,19.0
4783,Barenaked Ladies,Pinch Me,2000-09-09,16,20.0
5100,Barenaked Ladies,Pinch Me,2000-09-09,17,22.0
5417,Barenaked Ladies,Pinch Me,2000-09-09,18,20.0
5734,Barenaked Ladies,Pinch Me,2000-09-09,19,21.0
6051,Barenaked Ladies,Pinch Me,2000-09-09,20,34.0
6368,Barenaked Ladies,Pinch Me,2000-09-09,21,44.0
29,Beenie Man,Girls Dem Sugar,2000-10-21,1,72.0
346,Beenie Man,Girls Dem Sugar,2000-10-21,2,72.0
663,Beenie Man,Girls Dem Sugar,2000-10-21,3,63.0
980,Beenie Man,Girls Dem Sugar,2000-10-21,4,56.0
1297,Beenie Man,Girls Dem Sugar,2000-10-21,5,62.0
1614,Beenie Man,Girls Dem Sugar,2000-10-21,6,63.0
1931,Beenie Man,Girls Dem Sugar,2000-10-21,7,54.0
2248,Beenie Man,Girls Dem Sugar,2000-10-21,8,60.0
2565,Beenie Man,Girls Dem Sugar,2000-10-21,9,69.0
2882,Beenie Man,Girls Dem Sugar,2000-10-21,10,75.0
3199,Beenie Man,Girls Dem Sugar,2000-10-21,11,84.0
3516,Beenie Man,Girls Dem Sugar,2000-10-21,12,92.0
3833,Beenie Man,Girls Dem Sugar,2000-10-21,13,85.0
4150,Beenie Man,Girls Dem Sugar,2000-10-21,14,84.0
4467,Beenie Man,Girls Dem Sugar,2000-10-21,15,95.0
30,Before Dark,Monica,2000-05-20,1,95.0
347,Before Dark,Monica,2000-05-20,2,87.0
664,Before Dark,Monica,2000-05-20,3,80.0
981,Before Dark,Monica,2000-05-20,4,80.0
1298,Before Dark,Monica,2000-05-20,5,77.0
1615,Before Dark,Monica,2000-05-20,6,87.0
1932,Before Dark,Monica,2000-05-20,7,91.0
2249,Before Dark,Monica,2000-05-20,8,91.0
2566,Before Dark,Monica,2000-05-20,9,100.0
31,"Bega, Lou",Tricky Tricky,2000-01-29,1,75.0
348,"Bega, Lou",Tricky Tricky,2000-01-29,2,74.0
665,"Bega, Lou",Tricky Tricky,2000-01-29,3,87.0
32,Big Punisher,It's So Hard,2000-04-22,1,96.0
349,Big Punisher,It's So Hard,2000-04-22,2,87.0
666,Big Punisher,It's So Hard,2000-04-22,3,75.0
983,Big Punisher,It's So Hard,2000-04-22,4,79.0
1300,Big Punisher,It's So Hard,2000-04-22,5,81.0
1617,Big Punisher,It's So Hard,2000-04-22,6,81.0
1934,Big Punisher,It's So Hard,2000-04-22,7,76.0
2251,Big Punisher,It's So Hard,2000-04-22,8,76.0
2568,Big Punisher,It's So Hard,2000-04-22,9,78.0
2885,Big Punisher,It's So Hard,2000-04-22,10,84.0
3202,Big Punisher,It's So Hard,2000-04-22,11,90.0
3519,Big Punisher,It's So Hard,2000-04-22,12,88.0
3836,Big Punisher,It's So Hard,2000-04-22,13,94.0
4153,Big Punisher,It's So Hard,2000-04-22,14,98.0
4470,Big Punisher,It's So Hard,2000-04-22,15,100.0
33,Black Rob,Whoa!,2000-03-04,1,78.0
350,Black Rob,Whoa!,2000-03-04,2,59.0
667,Black Rob,Whoa!,2000-03-04,3,53.0
984,Black Rob,Whoa!,2000-03-04,4,52.0
1301,Black Rob,Whoa!,2000-03-04,5,47.0
1618,Black Rob,Whoa!,2000-03-04,6,46.0
1935,Black Rob,Whoa!,2000-03-04,7,43.0
2252,Black Rob,Whoa!,2000-03-04,8,47.0
2569,Black Rob,Whoa!,2000-03-04,9,47.0
2886,Black Rob,Whoa!,2000-03-04,10,58.0
3203,Black Rob,Whoa!,2000-03-04,11,54.0
3520,Black Rob,Whoa!,2000-03-04,12,57.0
3837,Black Rob,Whoa!,2000-03-04,13,70.0
4154,Black Rob,Whoa!,2000-03-04,14,85.0
4471,Black Rob,Whoa!,2000-03-04,15,84.0
4788,Black Rob,Whoa!,2000-03-04,16,93.0
5105,Black Rob,Whoa!,2000-03-04,17,97.0
34,"Black, Clint",Been There,2000-02-19,1,87.0
351,"Black, Clint",Been There,2000-02-19,2,73.0
668,"Black, Clint",Been There,2000-02-19,3,62.0
985,"Black, Clint",Been There,2000-02-19,4,58.0
1302,"Black, Clint",Been There,2000-02-19,5,58.0
1619,"Black, Clint",Been There,2000-02-19,6,57.0
1936,"Black, Clint",Been There,2000-02-19,7,51.0
2253,"Black, Clint",Been There,2000-02-19,8,47.0
2570,"Black, Clint",Been There,2000-02-19,9,44.0
2887,"Black, Clint",Been There,2000-02-19,10,44.0
3204,"Black, Clint",Been There,2000-02-19,11,44.0
3521,"Black, Clint",Been There,2000-02-19,12,55.0
3838,"Black, Clint",Been There,2000-02-19,13,53.0
4155,"Black, Clint",Been There,2000-02-19,14,53.0
4472,"Black, Clint",Been There,2000-02-19,15,63.0
4789,"Black, Clint",Been There,2000-02-19,16,84.0
5106,"Black, Clint",Been There,2000-02-19,17,85.0
5423,"Black, Clint",Been There,2000-02-19,18,87.0
5740,"Black, Clint",Been There,2000-02-19,19,95.0
6057,"Black, Clint",Been There,2000-02-19,20,100.0
35,Blaque,Bring It All To Me,1999-10-23,1,73.0
352,Blaque,Bring It All To Me,1999-10-23,2,63.0
669,Blaque,Bring It All To Me,1999-10-23,3,50.0
986,Blaque,Bring It All To Me,1999-10-23,4,42.0
1303,Blaque,Bring It All To Me,1999-10-23,5,24.0
1620,Blaque,Bring It All To Me,1999-10-23,6,19.0
1937,Blaque,Bring It All To Me,1999-10-23,7,17.0
2254,Blaque,Bring It All To Me,1999-10-23,8,14.0
2571,Blaque,Bring It All To Me,1999-10-23,9,11.0
2888,Blaque,Bring It All To Me,1999-10-23,10,9.0
3205,Blaque,Bring It All To Me,1999-10-23,11,9.0
3522,Blaque,Bring It All To Me,1999-10-23,12,9.0
3839,Blaque,Bring It All To Me,1999-10-23,13,10.0
4156,Blaque,Bring It All To Me,1999-10-23,14,5.0
4473,Blaque,Bring It All To Me,1999-10-23,15,5.0
4790,Blaque,Bring It All To Me,1999-10-23,16,6.0
5107,Blaque,Bring It All To Me,1999-10-23,17,8.0
5424,Blaque,Bring It All To Me,1999-10-23,18,9.0
5741,Blaque,Bring It All To Me,1999-10-23,19,15.0
6058,Blaque,Bring It All To Me,1999-10-23,20,15.0
6375,Blaque,Bring It All To Me,1999-10-23,21,18.0
6692,Blaque,Bring It All To Me,1999-10-23,22,17.0
7009,Blaque,Bring It All To Me,1999-10-23,23,18.0
7326,Blaque,Bring It All To Me,1999-10-23,24,19.0
7643,Blaque,Bring It All To Me,1999-10-23,25,19.0
7960,Blaque,Bring It All To Me,1999-10-23,26,22.0
8277,Blaque,Bring It All To Me,1999-10-23,27,26.0
8594,Blaque,Bring It All To Me,1999-10-23,28,32.0
8911,Blaque,Bring It All To Me,1999-10-23,29,42.0
36,"Blige, Mary J.",Deep Inside,1999-11-13,1,83.0
353,"Blige, Mary J.",Deep Inside,1999-11-13,2,80.0
670,"Blige, Mary J.",Deep Inside,1999-11-13,3,80.0
987,"Blige, Mary J.",Deep Inside,1999-11-13,4,75.0
1304,"Blige, Mary J.",Deep Inside,1999-11-13,5,75.0
1621,"Blige, Mary J.",Deep Inside,1999-11-13,6,73.0
1938,"Blige, Mary J.",Deep Inside,1999-11-13,7,64.0
2255,"Blige, Mary J.",Deep Inside,1999-11-13,8,64.0
2572,"Blige, Mary J.",Deep Inside,1999-11-13,9,65.0
2889,"Blige, Mary J.",Deep Inside,1999-11-13,10,67.0
3206,"Blige, Mary J.",Deep Inside,1999-11-13,11,63.0
3523,"Blige, Mary J.",Deep Inside,1999-11-13,12,67.0
3840,"Blige, Mary J.",Deep Inside,1999-11-13,13,75.0
4157,"Blige, Mary J.",Deep Inside,1999-11-13,14,85.0
4474,"Blige, Mary J.",Deep Inside,1999-11-13,15,94.0
37,"Blige, Mary J.",Give Me You,2000-04-15,1,97.0
354,"Blige, Mary J.",Give Me You,2000-04-15,2,94.0
671,"Blige, Mary J.",Give Me You,2000-04-15,3,77.0
988,"Blige, Mary J.",Give Me You,2000-04-15,4,76.0
1305,"Blige, Mary J.",Give Me You,2000-04-15,5,68.0
1622,"Blige, Mary J.",Give Me You,2000-04-15,6,77.0
1939,"Blige, Mary J.",Give Me You,2000-04-15,7,89.0
2256,"Blige, Mary J.",Give Me You,2000-04-15,8,90.0
2890,"Blige, Mary J.",Give Me You,2000-04-15,10,100.0
38,Blink-182,All The Small Things,1999-12-04,1,89.0
355,Blink-182,All The Small Things,1999-12-04,2,76.0
672,Blink-182,All The Small Things,1999-12-04,3,69.0
989,Blink-182,All The Small Things,1999-12-04,4,59.0
1306,Blink-182,All The Small Things,1999-12-04,5,59.0
1623,Blink-182,All The Small Things,1999-12-04,6,51.0
1940,Blink-182,All The Small Things,1999-12-04,7,50.0
2257,Blink-182,All The Small Things,1999-12-04,8,35.0
2574,Blink-182,All The Small Things,1999-12-04,9,26.0
2891,Blink-182,All The Small Things,1999-12-04,10,15.0
3208,Blink-182,All The Small Things,1999-12-04,11,7.0
3525,Blink-182,All The Small Things,1999-12-04,12,6.0
3842,Blink-182,All The Small Things,1999-12-04,13,8.0
4159,Blink-182,All The Small Things,1999-12-04,14,8.0
4476,Blink-182,All The Small Things,1999-12-04,15,9.0
4793,Blink-182,All The Small Things,1999-12-04,16,11.0
5110,Blink-182,All The Small Things,1999-12-04,17,14.0
5427,Blink-182,All The Small Things,1999-12-04,18,16.0
5744,Blink-182,All The Small Things,1999-12-04,19,18.0
6061,Blink-182,All The Small Things,1999-12-04,20,23.0
6378,Blink-182,All The Small Things,1999-12-04,21,33.0
6695,Blink-182,All The Small Things,1999-12-04,22,41.0
7012,Blink-182,All The Small Things,1999-12-04,23,43.0
39,Bloodhound Gang,The Bad Touch,2000-03-18,1,70.0
356,Bloodhound Gang,The Bad Touch,2000-03-18,2,62.0
673,Bloodhound Gang,The Bad Touch,2000-03-18,3,55.0
990,Bloodhound Gang,The Bad Touch,2000-03-18,4,55.0
1307,Bloodhound Gang,The Bad Touch,2000-03-18,5,52.0
1624,Bloodhound Gang,The Bad Touch,2000-03-18,6,57.0
1941,Bloodhound Gang,The Bad Touch,2000-03-18,7,72.0
2258,Bloodhound Gang,The Bad Touch,2000-03-18,8,80.0
2575,Bloodhound Gang,The Bad Touch,2000-03-18,9,82.0
2892,Bloodhound Gang,The Bad Touch,2000-03-18,10,92.0
3209,Bloodhound Gang,The Bad Touch,2000-03-18,11,96.0
3526,Bloodhound Gang,The Bad Touch,2000-03-18,12,98.0
40,Bon Jovi,It's My Life,2000-08-12,1,64.0
357,Bon Jovi,It's My Life,2000-08-12,2,58.0
674,Bon Jovi,It's My Life,2000-08-12,3,51.0
991,Bon Jovi,It's My Life,2000-08-12,4,51.0
1308,Bon Jovi,It's My Life,2000-08-12,5,48.0
1625,Bon Jovi,It's My Life,2000-08-12,6,45.0
1942,Bon Jovi,It's My Life,2000-08-12,7,36.0
2259,Bon Jovi,It's My Life,2000-08-12,8,33.0
2576,Bon Jovi,It's My Life,2000-08-12,9,34.0
2893,Bon Jovi,It's My Life,2000-08-12,10,34.0
3210,Bon Jovi,It's My Life,2000-08-12,11,35.0
3527,Bon Jovi,It's My Life,2000-08-12,12,34.0
3844,Bon Jovi,It's My Life,2000-08-12,13,39.0
4161,Bon Jovi,It's My Life,2000-08-12,14,44.0
4478,Bon Jovi,It's My Life,2000-08-12,15,51.0
4795,Bon Jovi,It's My Life,2000-08-12,16,58.0
5112,Bon Jovi,It's My Life,2000-08-12,17,61.0
5429,Bon Jovi,It's My Life,2000-08-12,18,84.0
5746,Bon Jovi,It's My Life,2000-08-12,19,85.0
6063,Bon Jovi,It's My Life,2000-08-12,20,87.0
41,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,1,63.0
358,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,2,55.0
675,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,3,48.0
992,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,4,39.0
1309,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,5,35.0
1626,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,6,24.0
1943,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,7,3.0
2260,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,8,2.0
2577,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,9,2.0
2894,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,10,4.0
3211,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,11,4.0
3528,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,12,5.0
3845,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,13,11.0
4162,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,14,12.0
4479,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,15,16.0
4796,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,16,15.0
5113,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,17,14.0
5430,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,18,14.0
5747,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,19,12.0
6064,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,20,10.0
6381,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,21,11.0
6698,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,22,13.0
7015,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,23,13.0
7332,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,24,13.0
7649,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,25,15.0
7966,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,26,16.0
8283,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,27,14.0
8600,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,28,13.0
8917,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,29,17.0
9234,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,30,19.0
9551,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,31,23.0
9868,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,32,29.0
10185,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,33,37.0
10502,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,34,33.0
10819,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,35,34.0
11136,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,36,41.0
11453,"Braxton, Toni",He Wasn't Man Enough,2000-03-18,37,48.0
42,"Braxton, Toni",Just Be A Man About ...,2000-07-29,1,76.0
359,"Braxton, Toni",Just Be A Man About ...,2000-07-29,2,69.0
676,"Braxton, Toni",Just Be A Man About ...,2000-07-29,3,51.0
993,"Braxton, Toni",Just Be A Man About ...,2000-07-29,4,42.0
1310,"Braxton, Toni",Just Be A Man About ...,2000-07-29,5,37.0
1627,"Braxton, Toni",Just Be A Man About ...,2000-07-29,6,32.0
1944,"Braxton, Toni",Just Be A Man About ...,2000-07-29,7,32.0
2261,"Braxton, Toni",Just Be A Man About ...,2000-07-29,8,34.0
2578,"Braxton, Toni",Just Be A Man About ...,2000-07-29,9,34.0
2895,"Braxton, Toni",Just Be A Man About ...,2000-07-29,10,38.0
3212,"Braxton, Toni",Just Be A Man About ...,2000-07-29,11,50.0
3529,"Braxton, Toni",Just Be A Man About ...,2000-07-29,12,53.0
3846,"Braxton, Toni",Just Be A Man About ...,2000-07-29,13,53.0
4163,"Braxton, Toni",Just Be A Man About ...,2000-07-29,14,63.0
4480,"Braxton, Toni",Just Be A Man About ...,2000-07-29,15,65.0
4797,"Braxton, Toni",Just Be A Man About ...,2000-07-29,16,72.0
5114,"Braxton, Toni",Just Be A Man About ...,2000-07-29,17,79.0
5431,"Braxton, Toni",Just Be A Man About ...,2000-07-29,18,84.0
5748,"Braxton, Toni",Just Be A Man About ...,2000-07-29,19,89.0
6065,"Braxton, Toni",Just Be A Man About ...,2000-07-29,20,90.0
43,"Braxton, Toni",Spanish Guitar,2000-12-02,1,98.0
360,"Braxton, Toni",Spanish Guitar,2000-12-02,2,98.0
677,"Braxton, Toni",Spanish Guitar,2000-12-02,3,98.0
44,"Brock, Chad",A Country Boy Can Su...,2000-01-01,1,93.0
361,"Brock, Chad",A Country Boy Can Su...,2000-01-01,2,75.0
678,"Brock, Chad",A Country Boy Can Su...,2000-01-01,3,92.0
45,"Brock, Chad",Yes!,2000-04-08,1,90.0
362,"Brock, Chad",Yes!,2000-04-08,2,77.0
679,"Brock, Chad",Yes!,2000-04-08,3,66.0
996,"Brock, Chad",Yes!,2000-04-08,4,61.0
1313,"Brock, Chad",Yes!,2000-04-08,5,59.0
1630,"Brock, Chad",Yes!,2000-04-08,6,47.0
1947,"Brock, Chad",Yes!,2000-04-08,7,39.0
2264,"Brock, Chad",Yes!,2000-04-08,8,33.0
2581,"Brock, Chad",Yes!,2000-04-08,9,32.0
2898,"Brock, Chad",Yes!,2000-04-08,10,31.0
3215,"Brock, Chad",Yes!,2000-04-08,11,28.0
3532,"Brock, Chad",Yes!,2000-04-08,12,27.0
3849,"Brock, Chad",Yes!,2000-04-08,13,22.0
4166,"Brock, Chad",Yes!,2000-04-08,14,27.0
4483,"Brock, Chad",Yes!,2000-04-08,15,31.0
4800,"Brock, Chad",Yes!,2000-04-08,16,39.0
5117,"Brock, Chad",Yes!,2000-04-08,17,45.0
5434,"Brock, Chad",Yes!,2000-04-08,18,50.0
5751,"Brock, Chad",Yes!,2000-04-08,19,53.0
6068,"Brock, Chad",Yes!,2000-04-08,20,59.0
46,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,1,95.0
363,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,2,85.0
680,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,3,85.0
997,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,4,85.0
1314,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,5,83.0
1631,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,6,83.0
1948,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,7,82.0
2265,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,8,74.0
2582,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,9,74.0
2899,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,10,68.0
3216,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,11,62.0
3533,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,12,56.0
3850,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,13,56.0
4167,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,14,55.0
4484,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,15,62.0
4801,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,16,71.0
5118,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,17,86.0
5435,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,18,100.0
5752,Brooks & Dunn,You'll Always Be Lov...,2000-06-10,19,98.0
47,"Brooks, Garth",Do What You Gotta Do,2000-02-19,1,86.0
364,"Brooks, Garth",Do What You Gotta Do,2000-02-19,2,81.0
681,"Brooks, Garth",Do What You Gotta Do,2000-02-19,3,72.0
998,"Brooks, Garth",Do What You Gotta Do,2000-02-19,4,70.0
1315,"Brooks, Garth",Do What You Gotta Do,2000-02-19,5,69.0
1632,"Brooks, Garth",Do What You Gotta Do,2000-02-19,6,77.0
48,"Byrd, Tracy",Put Your Hand In Min...,2000-01-29,1,81.0
365,"Byrd, Tracy",Put Your Hand In Min...,2000-01-29,2,77.0
682,"Byrd, Tracy",Put Your Hand In Min...,2000-01-29,3,76.0
999,"Byrd, Tracy",Put Your Hand In Min...,2000-01-29,4,76.0
1316,"Byrd, Tracy",Put Your Hand In Min...,2000-01-29,5,86.0
1633,"Byrd, Tracy",Put Your Hand In Min...,2000-01-29,6,88.0
